Gene_Name,Pseudogene_ID
STATGMP2,ENSSG336774646
GATAFOEP2,ENSSG906656045
TP6WB,ENSSG821919369
MAPKUUB,ENSSG433761403
SOXVHIA1,ENSSG092719586
MAPKVQP2,ENSSG063899350
FGFR43B,ENSSG389198158
FGFRPTN3,ENSSG898100244
TPQPL,ENSSG478862533
EGFRQAP2,ENSSG082888946
EGFR767L,ENSSG440903402
MAPKUTP2,ENSSG174704285
FGFRBYXP2,ENSSG935397855
FGFRQJLA1,ENSSG331028494
CDK81VC,ENSSG649971183
AKTBEH2,ENSSG353738876
BRCAT6P2,ENSSG707748004
TPM1B,ENSSG164155500
TPAXXB,ENSSG318981628
HBBJ1WA1,ENSSG182239090
JAK919L,ENSSG320264233
FGFRLIQ1,ENSSG406166464
SOX9I1L,ENSSG376342036
HLAFMV2,ENSSG930175604
BRCASVZB,ENSSG696615107
TPAOP1,ENSSG387245109
SOXDFC,ENSSG781840439
LINC4CC2,ENSSG625585539
TPYLIP2,ENSSG576153407
SOX1ZC,ENSSG776077743
EGFRWVA1,ENSSG425873616
AKT1FB,ENSSG425780143
HBBDAL,ENSSG720704456
GATAIT2A1,ENSSG141294199
HLADSB,ENSSG163492449
AKTBB1,ENSSG735364521
GATAJ1AL,ENSSG860420851
BRCAQ7B,ENSSG638026322
HLAQ63,ENSSG702574119
GATAA9L2,ENSSG437687239
HBBNAZC,ENSSG641363346
HLAGS8A1,ENSSG384126216
CDK1CP1,ENSSG611326313
AKTSI1,ENSSG515662763
SOXLXMP2,ENSSG747119390
CDKDIA2,ENSSG798387384
MAPKKLB,ENSSG074959266
TPVNTP2,ENSSG218794697
AKTJNA1,ENSSG942101282
AKTR4AL,ENSSG390256517
JAK5OC3,ENSSG126802600
MYCLYT1,ENSSG373542480
HBB70X3,ENSSG471527511
TP2CV1,ENSSG052413373
JAKB31,ENSSG839382054
FGFRRTP2,ENSSG796099778
CDK8FYP1,ENSSG387266269
STATEUKA1,ENSSG950981756
STATVSA1,ENSSG596208049
HBBZ0DP1,ENSSG233029414
MYCE49P1,ENSSG476576924
FGFRGWP1,ENSSG712864327
CDKFD52,ENSSG315627240
LINC9L2C,ENSSG434292001
CDK7883,ENSSG951837235
GATAQI2,ENSSG402234659
BRCAJW3,ENSSG526331812
HLAR9A1,ENSSG151683638
GATALWL,ENSSG925383538
AKTVUKP2,ENSSG550773635
SOXHVTL,ENSSG796486000
TPAM23,ENSSG754756132
STATV6V3,ENSSG419991328
GATANZ2,ENSSG022199731
MAPKMJ71,ENSSG632487379
HLA5PP2,ENSSG421240295
LINC7N6C,ENSSG255535787
AKTKE2,ENSSG078292251
AKT6EC,ENSSG840567297
EGFRJ6YL,ENSSG836970630
STATBN1,ENSSG267118476
STATP95A1,ENSSG641313386
HLA65B,ENSSG887091109
EGFRATC,ENSSG746837642
STATWRB,ENSSG927142626
FGFR7B9P2,ENSSG040995809
MAPKRN3C,ENSSG935614600
BRCAOI2,ENSSG876080273
CDKQZ41,ENSSG929032552
BRCAL6X1,ENSSG693816539
LINCYA3,ENSSG295910117
FGFRGZ31,ENSSG985985683
MYCOP2,ENSSG163936143
SOXV0A2,ENSSG412483239
CDK66JB,ENSSG099979688
SOX7RJP2,ENSSG731347397
STATP4A1,ENSSG981889504
AKTYFVA1,ENSSG823351321
GATAHN0P2,ENSSG113768088
MAPKO5C1,ENSSG348010642
CDK7QP1,ENSSG163801427
HBBJRAB,ENSSG591508426
JAKL2C,ENSSG451740968
BRCA62P2,ENSSG084035429
STATMYL,ENSSG154701680
SOXX6PA1,ENSSG523990471
JAKXM1,ENSSG264404645
BRCAI012,ENSSG609158080
HBB9BNP2,ENSSG405371844
CDKM02,ENSSG162114481
HBBGY1,ENSSG656422390
GATAULOP1,ENSSG249010398
BRCAOOP1,ENSSG054035092
LINCGY5C,ENSSG873460315
AKTP9M2,ENSSG597201740
CDKYYP1,ENSSG852694344
HBBZS2P2,ENSSG366409361
FGFRYE2,ENSSG490623113
TPGYE2,ENSSG165656279
LINC0BRB,ENSSG941740086
LINCS2H2,ENSSG057154848
MAPKJTQ1,ENSSG632245745
SOXTBAL,ENSSG314839032
MYCK63B,ENSSG695267343
HLAQ6P2,ENSSG819200768
LINCYSC,ENSSG954059205
AKTTMP1,ENSSG751203982
HBBVSMA1,ENSSG385121970
LINCUKN2,ENSSG406118413
CDKQWP2,ENSSG166365370
AKTUVUP1,ENSSG066310298
SOX053,ENSSG790685558
FGFR2HJA1,ENSSG371896468
MYC483,ENSSG555697942
STAT3GH3,ENSSG293867975
CDKQBC,ENSSG774917575
JAKTNUP1,ENSSG185842908
HBBVWV1,ENSSG118390705
CDKM0J3,ENSSG071549727
FGFRC0B,ENSSG299018128
HLA6EIC,ENSSG343205736
CDK6VU3,ENSSG624242218
AKT151,ENSSG717602257
JAK06UL,ENSSG203438240
HBBKFNA1,ENSSG851847030
LINC3B73,ENSSG616879314
MYCMDB,ENSSG978308127
LINCJS7P1,ENSSG955668099
LINCW6L,ENSSG240798948
AKTXIGB,ENSSG238652166
HLACKA1,ENSSG736909291
MYC5FP1,ENSSG327232923
BRCAD9SL,ENSSG996463444
CDKZ5QC,ENSSG066995989
GATAZ9P1,ENSSG363763659
LINCTS92,ENSSG472292768
JAK58B,ENSSG539975325
LINCDY31,ENSSG539720696
CDKRNYP2,ENSSG254542258
FGFRS0L,ENSSG320862232
AKTDHA1,ENSSG327619070
EGFRSFP1,ENSSG582030333
MYCKUP1,ENSSG112202908
AKTMA83,ENSSG598030517
STATKPA1,ENSSG543481485
EGFRG9JL,ENSSG671143367
HLA8OL,ENSSG410584308
STATGV71,ENSSG515183905
TPUK3L,ENSSG716695489
HLAEP7L,ENSSG788675827
MYC5IC,ENSSG645023422
HLAG9P2,ENSSG212100073
MAPKUSP2,ENSSG718771966
HBBG3A1,ENSSG912710262
AKT8SYP2,ENSSG398396789
GATA55UB,ENSSG218926005
GATA58L,ENSSG125317340
GATA8R1L,ENSSG815465261
FGFR749L,ENSSG393662272
BRCA9LBP2,ENSSG825739415
CDKQDNP2,ENSSG922086239
SOXCZ1,ENSSG566102206
LINCCXG3,ENSSG407617120
HLAKF6A1,ENSSG474277266
MAPK2P2P2,ENSSG361792086
MYC88RB,ENSSG781729932
MYCT1F1,ENSSG918747331
EGFRFCW3,ENSSG308449456
STATFO5B,ENSSG048216588
MAPK0BUA1,ENSSG204659071
HLA3SP2,ENSSG454790157
MAPK54C,ENSSG347778713
EGFRA0M1,ENSSG798430057
EGFRMGB,ENSSG108637059
MAPKSDB,ENSSG820787548
CDKQW2,ENSSG424782841
BRCAEOP2,ENSSG023023865
MAPKRL4P1,ENSSG308720476
BRCA8DB,ENSSG897385766
HLAMK2,ENSSG469703665
JAK27WB,ENSSG228779112
FGFRLJP1,ENSSG673899785
FGFRC8C,ENSSG044627718
JAKZNL,ENSSG387263452
CDK48P2,ENSSG795317973
FGFR2NLP2,ENSSG542739348
MAPKB62,ENSSG924201107
EGFRY5N2,ENSSG469565030
STATBF3,ENSSG097626420
HLARW8B,ENSSG922852779
STATZKC,ENSSG231122711
EGFRF4MP1,ENSSG777558466
MYCMP1,ENSSG139191328
BRCANT5P1,ENSSG348415331
LINCCGVP2,ENSSG660495462
HLA6V3L,ENSSG909044060
GATA4O1,ENSSG716608249
AKT2F3,ENSSG422985865
JAKS811,ENSSG646451757
HBBN1HC,ENSSG504080326
HLAYBL,ENSSG669711256
CDK9CSA1,ENSSG783664560
MAPKPV3,ENSSG239734522
LINCTRL,ENSSG725895783
MYCANP2,ENSSG572420979
EGFR7AKP1,ENSSG251206421
MAPKKNWC,ENSSG535993876
GATAC62P2,ENSSG748622906
STATX82A1,ENSSG153438635
FGFRYZ5P2,ENSSG038985899
AKTCGP1,ENSSG806092579
GATAB4RB,ENSSG434519339
GATAV1NA1,ENSSG796577638
EGFRZDQP2,ENSSG975493195
STAT1W3A1,ENSSG147001405
JAKQV3,ENSSG192549394
EGFRLOYB,ENSSG924153599
STAT8C9P2,ENSSG990768049
GATA35B,ENSSG222166102
SOX3XP2,ENSSG882126800
MAPKXNM1,ENSSG353870330
SOXH9B2,ENSSG598458333
TPCSP2,ENSSG708695195
AKTRGP2,ENSSG450216635
SOX7JL,ENSSG024281003
CDKR0NP1,ENSSG143380195
LINCX6B,ENSSG133663021
MAPKX5L,ENSSG227705843
SOXO9C1,ENSSG553968220
SOXFTQC,ENSSG468171788
FGFRTZ1,ENSSG172787063
GATABQAP1,ENSSG456380397
HLA3QP2,ENSSG977239699
HBBW0C,ENSSG514566345
MYCJPX1,ENSSG487648740
HLAS0GP2,ENSSG805231947
GATAJ7L,ENSSG309550778
SOX4C2,ENSSG755924791
MAPKNTR2,ENSSG715153737
TPF9P2,ENSSG076752010
EGFRZ8X1,ENSSG267538639
GATAD7KL,ENSSG840968349
FGFR7RZ1,ENSSG505177118
CDK3SB,ENSSG112868687
BRCAYFA1,ENSSG899582189
SOXEW3,ENSSG845614907
MYCXAB,ENSSG106652728
HBBK9L,ENSSG148574618
TP2Y6L,ENSSG162090560
HLA183,ENSSG655979311
STATTJL,ENSSG638482353
GATA09BC,ENSSG917020731
SOXXAP1,ENSSG171952310
AKT04XC,ENSSG590665126
SOX6XP3,ENSSG576055370
GATAWJA1,ENSSG685542815
MAPKSZ3C,ENSSG838448221
FGFRNKIL,ENSSG353930933
MAPKE46P2,ENSSG162921791
LINCJJP1,ENSSG437127543
HBBO5A1,ENSSG287687638
EGFRZ5L,ENSSG318711135
FGFRMIP1,ENSSG134589471
MAPKEIA1,ENSSG935369616
CDKWI3,ENSSG208352815
STATDYC,ENSSG777409485
TP7E3,ENSSG998070310
BRCAP8P2,ENSSG189524605
AKT4ZB,ENSSG173094657
AKTE52,ENSSG222201131
CDKG2P1,ENSSG395685998
EGFR3ZA1,ENSSG580170337
FGFR5V3,ENSSG021196777
CDKFCUA1,ENSSG574743912
BRCAGTC,ENSSG168877202
EGFR222,ENSSG124665561
MAPKR0P1,ENSSG008167065
BRCAXRE3,ENSSG369756054
TPBEL,ENSSG783672558
EGFRQD1,ENSSG193500401
SOXSH3,ENSSG803897673
MYCPXEC,ENSSG297359869
AKTJYC,ENSSG181869116
LINCYOA1,ENSSG325005510
STATYC7L,ENSSG186486614
GATAR3L,ENSSG032278293
AKTQ53,ENSSG991101242
SOXLDC,ENSSG381530391
MYCPHSL,ENSSG738527043
LINCUA7A1,ENSSG748594624
AKTUM9P2,ENSSG518023693
BRCA706P1,ENSSG846977892
SOXF21,ENSSG627344715
HBBUP2,ENSSG261720790
MAPK8BL,ENSSG126021691
GATAUETA1,ENSSG812821308
STATLWNC,ENSSG390720217
GATAAKYA1,ENSSG477306595
AKT4BQ2,ENSSG842247362
CDK4IC1,ENSSG132740693
CDKE8C,ENSSG044500914
LINC6LP1,ENSSG158111709
TP0H2,ENSSG614226121
CDKAZP1,ENSSG295991079
HLABRFB,ENSSG831634895
LINCF3M2,ENSSG270423200
EGFRUVB,ENSSG031044056
SOXRFKP2,ENSSG683585790
HLA10IP2,ENSSG108539883
HLALWPC,ENSSG080717053
EGFRU93,ENSSG508328784
JAKRC3,ENSSG567039459
TP74B,ENSSG229655800
STATHROC,ENSSG586540049
GATA3J1,ENSSG493701853
AKT7UC,ENSSG064901455
STAT9QYP2,ENSSG652785965
TPTCCA1,ENSSG509651277
GATAWS92,ENSSG227591408
GATAO5XB,ENSSG413580495
BRCASJP1,ENSSG977682183
MYCJP2,ENSSG512690910
EGFRGCXB,ENSSG378411984
FGFRMHP1,ENSSG352881531
MYCN6P2,ENSSG860719168
MYCW04A1,ENSSG948972225
MAPK5UA1,ENSSG639698885
STAT0DL,ENSSG875762634
SOXQ0L,ENSSG698877125
STATLTL,ENSSG691106972
LINC627B,ENSSG244620897
CDK0XC,ENSSG109927841
STATULP1,ENSSG287327974
JAK00XC,ENSSG657592270
FGFRXS4B,ENSSG409313329
GATAZ63,ENSSG442718937
EGFRN99A1,ENSSG089892547
JAK5XA1,ENSSG151168161
HLAP9K1,ENSSG437009362
HBBIO2P2,ENSSG177275497
BRCACA8A1,ENSSG065339259
SOXQVTA1,ENSSG176010879
SOX3JOA1,ENSSG168788501
EGFRSZB,ENSSG211853467
HLADZO1,ENSSG836532584
STAT18UP2,ENSSG788603423
MAPKJ3A1,ENSSG910829121
AKTR0LB,ENSSG146884721
AKTEN1,ENSSG887748615
FGFRAPJP1,ENSSG130992673
EGFRSBUB,ENSSG942003026
GATATMYC,ENSSG169250363
CDKZZ73,ENSSG336986707
HLAHSA1,ENSSG350790642
BRCAL63,ENSSG694031212
STATZV7C,ENSSG569327259
FGFR3HA1,ENSSG615903684
JAK8WL,ENSSG658312932
STAT2WL,ENSSG217169494
MAPKENP2,ENSSG592492754
FGFRMLC,ENSSG737594066
BRCAMQL,ENSSG885874105
LINCHR1,ENSSG001405967
JAKLM1,ENSSG119979427
AKTPN6L,ENSSG089093290
TP7AZP2,ENSSG949810839
HLAJB3,ENSSG862908322
JAKKVP2,ENSSG295144658
STATK9HL,ENSSG162106153
SOX0E3,ENSSG918616905
LINC6Y3,ENSSG333579902
SOXQ33,ENSSG117500043
STATJLN3,ENSSG719773515
LINC7N3A1,ENSSG461399587
MAPKH92,ENSSG479807223
MAPKERDC,ENSSG712885916
MYCHGCA1,ENSSG598976356
JAKPMAP2,ENSSG350454784
LINC9ONL,ENSSG959150273
SOXO3KA1,ENSSG773285806
FGFROF2,ENSSG368665428
EGFROI3,ENSSG238990866
EGFRN1A1,ENSSG374500693
HBB42TP2,ENSSG966460325
EGFRMHHA1,ENSSG466658842
STATZXTB,ENSSG996791138
FGFR33Z1,ENSSG027776543
STAT73YB,ENSSG183527160
MAPKRS8A1,ENSSG810025560
AKTSPCP1,ENSSG656180615
LINCCRB2,ENSSG335937643
MAPKED92,ENSSG534142039
MAPK3L1,ENSSG526562905
AKT61P1,ENSSG777378981
GATAB4B,ENSSG513541464
CDKV0NP2,ENSSG203355742
MAPK99E1,ENSSG095670246
BRCALZ43,ENSSG602445123
AKTXGNC,ENSSG726040615
MAPKBKL,ENSSG238374645
MAPK0IP1,ENSSG651643697
TP7K2,ENSSG241115940
CDK3E3,ENSSG342388175
SOXNR4C,ENSSG377393972
CDKKZA1,ENSSG917056302
CDKQEL,ENSSG219139885
HLAVBB,ENSSG845848334
HBB60GC,ENSSG816677531
GATA8MB,ENSSG497790324
MYCI851,ENSSG521475062
BRCAS9P1,ENSSG023488790
HBBP02,ENSSG480420793
EGFRBMJP2,ENSSG725966828
HLAFPPP2,ENSSG527497826
FGFRV0IB,ENSSG780413045
LINC3NH3,ENSSG344438131
JAK8ZN1,ENSSG927978273
CDKCFGB,ENSSG189724758
STAT56P1,ENSSG807157950
BRCA813,ENSSG485620275
BRCAE1F2,ENSSG340689182
FGFRN7EL,ENSSG822072166
STAT5PRC,ENSSG375360169
CDKHNC,ENSSG667448891
LINCHXL,ENSSG711116479
CDK6FP2,ENSSG358986095
JAK6GOA1,ENSSG688780424
GATA7FEP1,ENSSG622230481
CDK8RUP2,ENSSG590876360
STATUJM1,ENSSG022092441
EGFR82P1,ENSSG333495616
JAK6V6A1,ENSSG408942869
GATA0UZ1,ENSSG893767776
EGFRP62,ENSSG723663544
STATKQL,ENSSG227461711
SOXIU3,ENSSG987221285
SOXU12,ENSSG522254934
AKTLSL,ENSSG688283102
MYCHJ1,ENSSG158541294
HBB0NUC,ENSSG862575367
HBBRDA1,ENSSG494614519
BRCAAW3,ENSSG212755143
TPEL1,ENSSG491515148
CDK88C,ENSSG049011937
GATAUGJC,ENSSG282309605
MAPKBN4B,ENSSG387729894
BRCAMAPP2,ENSSG634945370
AKTBAL,ENSSG717832736
MAPKZ65C,ENSSG532633085
GATATRLA1,ENSSG819107550
TPIDZB,ENSSG716695303
LINC8SP2,ENSSG573585693
TPXS31,ENSSG090225110
TPVMAL,ENSSG081002422
MAPKMQA1,ENSSG565211823
MAPKVY2,ENSSG938117949
EGFRVGCB,ENSSG167739163
FGFRPWFP1,ENSSG138607620
JAK8ZL1,ENSSG274291474
JAK7KP2,ENSSG950840541
HBBUI1,ENSSG607009505
HBBY7A1,ENSSG778909666
STATEUIA1,ENSSG247791753
BRCAFJWP2,ENSSG970343850
LINCTF2,ENSSG624219073
FGFRZRP1,ENSSG100081009
JAK7AP1,ENSSG011273418
JAK34NL,ENSSG164512913
LINC7JP2,ENSSG671074074
JAKK19A1,ENSSG452290866
AKTXQW1,ENSSG050824455
EGFRIO6A1,ENSSG871434982
GATAHK2,ENSSG756710107
BRCA6FB,ENSSG826469980
FGFRZPFC,ENSSG897477590
BRCAVYL,ENSSG415477914
FGFRQ0D3,ENSSG318384662
TPGA62,ENSSG784672246
SOXZ4IC,ENSSG806424288
CDKN8L,ENSSG193396033
HBB1743,ENSSG710050611
CDK16A1,ENSSG746229229
FGFRLT51,ENSSG548610829
FGFR1QBB,ENSSG034860666
MYCIIA1,ENSSG120934858
JAKQKUC,ENSSG475069927
GATAIYO1,ENSSG524640016
FGFR1L21,ENSSG425755434
SOXPC1,ENSSG551408676
MAPK6DL,ENSSG561628410
MAPKGF2,ENSSG098513235
MAPKZTP2,ENSSG474112897
JAKF5F2,ENSSG396361186
JAKANHA1,ENSSG638114155
LINCD5D2,ENSSG738931986
TPFYL,ENSSG758568510
MAPKK6B,ENSSG009158130
AKTJOAL,ENSSG973976340
HBBBEAP1,ENSSG456757105
AKTHBA1,ENSSG412450495
GATAHQMC,ENSSG241214596
HBBF0P1,ENSSG906721484
FGFRJ8W2,ENSSG677433778
HLAUJ3,ENSSG245274094
FGFRQBSP2,ENSSG777615372
HBBLWA1,ENSSG719793149
EGFR803,ENSSG798756487
LINCI1UP1,ENSSG735750895
LINCL8C,ENSSG942468103
SOX4TTL,ENSSG321825154
STAT9ND1,ENSSG237062727
STATIJ3P1,ENSSG700248385
EGFRK02,ENSSG293333665
JAK15C,ENSSG098284084
HBB47P2,ENSSG815085929
HBBATBB,ENSSG431093248
FGFRZL03,ENSSG476393178
JAKB2C,ENSSG126479040
MAPKXRBL,ENSSG155956092
AKTB14L,ENSSG806120450
HLA3I2,ENSSG691932382
SOX5SP1,ENSSG587810372
JAKN2B,ENSSG858298934
HBB3KL,ENSSG687033857
HBBVRMC,ENSSG780377061
MAPKV28B,ENSSG134603460
MYCAG2B,ENSSG793868210
MAPKX6C,ENSSG683177051
CDKFPP2,ENSSG783354980
FGFR563A1,ENSSG741845534
LINCBGC,ENSSG570099222
LINCPWL,ENSSG368984923
STAT50EP1,ENSSG498037565
GATAFDR2,ENSSG678525316
EGFROIP1,ENSSG521354532
HBB0IDB,ENSSG702343069
TPWJYC,ENSSG420794921
EGFR29Z2,ENSSG250824392
SOXXEA1,ENSSG807561485
FGFR5T8L,ENSSG774756838
LINC492,ENSSG546622300
STATRXA1,ENSSG636496121
LINCEPP1,ENSSG887833144
EGFRFD8P1,ENSSG225620172
GATAG51,ENSSG877627271
TPGG2A1,ENSSG015717459
HLAW2A1,ENSSG160268525
TPI5L,ENSSG447114867
EGFRB9FP1,ENSSG280821873
AKTKAC,ENSSG850524106
LINCMPVC,ENSSG275801639
STATTZWL,ENSSG941017594
HLABCP2,ENSSG054174130
AKTYZRP1,ENSSG639845164
BRCAY1LB,ENSSG372075469
JAK2EP2,ENSSG087567217
HBBYP5C,ENSSG282731059
MYCD0L,ENSSG789612059
SOXRP3A1,ENSSG467392504
FGFRM15P2,ENSSG494742883
BRCA0GE2,ENSSG610288533
GATA0IC,ENSSG934119578
FGFRCD1A1,ENSSG058143554
HBBAMA1,ENSSG213272568
TPG5A1,ENSSG906450318
BRCAFYUL,ENSSG979550223
TP0RC,ENSSG594574739
BRCAVE5B,ENSSG162963271
STATXWH2,ENSSG384885401
GATAHVDC,ENSSG362342352
AKT7YL,ENSSG353118741
FGFR2NTB,ENSSG962534616
FGFRHSA1,ENSSG216958771
GATAWBP2,ENSSG762183513
EGFR3WC,ENSSG935001466
CDKDS5C,ENSSG608424437
EGFR5Y31,ENSSG903155692
MYC7UTC,ENSSG557551213
HBBAHB,ENSSG441124112
TPM2A1,ENSSG128238532
SOXI1Z1,ENSSG473065902
BRCASW1,ENSSG115826230
MYCRKP2,ENSSG772723677
JAK6TA1,ENSSG145692894
BRCAR3G2,ENSSG979062195
BRCAN2IL,ENSSG758062209
TPWJP2,ENSSG557173475
MAPKKDA1,ENSSG422938160
STAT9NAL,ENSSG715577068
CDKKAP1,ENSSG652535576
SOXUWI3,ENSSG846665920
LINC1DP1,ENSSG096785076
AKTM3Z1,ENSSG006065972
MAPK2ABA1,ENSSG644323325
HBBURC,ENSSG701712206
MYC48C,ENSSG042033653
HLA0XKB,ENSSG818139727
HBB9XA1,ENSSG386459165
FGFRHCXP2,ENSSG391125601
STAT3BP1,ENSSG900557993
GATA90L,ENSSG890589140
SOXKDWA1,ENSSG050579804
LINCF49B,ENSSG640674995
HBB2KP1,ENSSG364317859
CDKKB2,ENSSG906555567
LINCQYTP2,ENSSG309881511
CDKLVHA1,ENSSG887943436
MAPK131,ENSSG165426745
JAKTAB,ENSSG337207095
BRCA51L,ENSSG442871788
EGFRFB1,ENSSG281168518
EGFRRKWB,ENSSG571215141
BRCAHYP2,ENSSG720348031
GATA3O9A1,ENSSG232995935
MAPKUPC,ENSSG968770890
CDKQLA1,ENSSG536812261
MYCUQLP2,ENSSG860374333
GATAGULA1,ENSSG005779495
MYCS97B,ENSSG341810486
HLAKV4L,ENSSG453026046
MAPKCCP1,ENSSG885373729
JAK5RLA1,ENSSG340780515
HLA6PYB,ENSSG809362141
AKTUFV3,ENSSG646109886
EGFRP8A1,ENSSG340180860
HBB7DVB,ENSSG776916318
GATAZ37P1,ENSSG785310983
FGFRCS3,ENSSG442307884
FGFR76MP2,ENSSG466118241
MAPKSGP2,ENSSG695839461
HBBDX91,ENSSG759732057
GATACG4A1,ENSSG684786062
JAK7CDP2,ENSSG010083728
MAPKAU3,ENSSG784552417
LINCZPKC,ENSSG854089870
BRCATYP2,ENSSG011760219
JAK42P2,ENSSG333986134
TP58L,ENSSG999294989
LINCSEBL,ENSSG245841153
JAK352,ENSSG256984989
SOXOH1,ENSSG885732546
FGFR03C,ENSSG316509892
MAPKN02,ENSSG159397132
LINCD7LL,ENSSG642891957
SOXTS2,ENSSG815109579
MYCBSMP2,ENSSG698810106
GATA93P2,ENSSG271543277
CDKCYC,ENSSG584406601
SOXZHA1,ENSSG786366834
CDKJXX1,ENSSG881664987
HBB7U13,ENSSG792064421
MAPKTMSL,ENSSG766748782
HBBS32,ENSSG582731123
JAKU5L,ENSSG151686920
MYCL6R1,ENSSG711639496
STATNF3B,ENSSG607462466
FGFRPGVP2,ENSSG674048640
JAKGKA1,ENSSG078382668
EGFRQ71,ENSSG743515871
STATOCP1,ENSSG857830932
MYCU6A1,ENSSG849551772
EGFRHEY2,ENSSG909398335
STATIYTA1,ENSSG104460912
GATAJLP2,ENSSG566656976
TPDO1,ENSSG767415206
JAKJ232,ENSSG050223797
STAT961,ENSSG133002083
STATHBC,ENSSG767732629
LINCEDC,ENSSG398828517
FGFR26UC,ENSSG708083092
HLAA63,ENSSG137760604
EGFRO2E2,ENSSG554865542
CDK8FIA1,ENSSG454617269
SOXIBVP2,ENSSG763021356
FGFRZGL,ENSSG255947287
HBB7FB,ENSSG465455196
TP2K1,ENSSG434416962
SOXNGC,ENSSG936454724
JAKO3B,ENSSG825573479
HLAWRP1,ENSSG355843755
TPZAJA1,ENSSG159886667
TPBW1,ENSSG841232898
MAPK7ZP1,ENSSG228409247
CDKIU9P1,ENSSG578463138
JAKK9L,ENSSG252864580
GATA80A1,ENSSG496055250
SOXUXL,ENSSG732604053
STAT13T2,ENSSG482706993
LINCS0KP2,ENSSG097813294
STATRZ1P1,ENSSG761191849
CDK1BC,ENSSG711172273
AKTB42,ENSSG210526333
AKTHGZ3,ENSSG737106788
SOXM5N3,ENSSG294877275
TPY7P2,ENSSG326601142
CDKJC4A1,ENSSG551900203
HBBUXXP2,ENSSG216737887
MAPKRC6B,ENSSG967250305
HLA8AK1,ENSSG677707039
STATG2RL,ENSSG981403162
JAKIF8A1,ENSSG940580112
FGFRJOA1,ENSSG156529777
TP717P1,ENSSG444405325
BRCA4Q2,ENSSG075590308
FGFRVMP1,ENSSG317578513
SOX7J3,ENSSG222096640
AKTZK1,ENSSG904805060
STATZE2,ENSSG925809856
GATA5QC,ENSSG439767984
SOXMSA1,ENSSG053987907
SOXDIC,ENSSG356953248
HLARQEA1,ENSSG633173690
TPZWP2,ENSSG548217148
LINC3GJC,ENSSG480023313
TP3DKL,ENSSG802702670
CDKUNP2,ENSSG117048739
FGFR71MB,ENSSG489429550
GATAJSTC,ENSSG897497402
FGFRTSQB,ENSSG543912484
TP6KAP2,ENSSG117070937
AKT2IHA1,ENSSG903406071
MAPK3Z2,ENSSG119136448
JAK8MA1,ENSSG154121128
TPEEY2,ENSSG825242234
HLAETAL,ENSSG741567603
SOXU2N1,ENSSG870271308
SOX3NP2,ENSSG271298681
GATA700L,ENSSG839866869
HBBTADP1,ENSSG229758695
TP8WMP1,ENSSG450755689
GATADM3B,ENSSG400159339
HLAX5P1,ENSSG217611472
MAPKIVMB,ENSSG201312057
CDKOXZB,ENSSG632950660
GATA8CB,ENSSG095993229
GATAKVVC,ENSSG966845120
CDKS1QP2,ENSSG033948283
MYC1QL,ENSSG013412802
JAKIEQP1,ENSSG019195776
TP2KF2,ENSSG829320703
JAK3N2,ENSSG949896125
EGFR7NP1,ENSSG111568870
FGFRRQCP1,ENSSG160193419
EGFR7J3P2,ENSSG967489778
HBB6FP1,ENSSG776842673
AKTQ6L,ENSSG125072514
GATAMTI3,ENSSG828713635
MAPKPWIA1,ENSSG243605031
BRCAYWL,ENSSG239733910
HLA3N3B,ENSSG328373015
GATAJ42,ENSSG943858292
BRCAXNAP2,ENSSG741172959
LINC80EP1,ENSSG360462715
BRCANC7C,ENSSG897634682
CDKQ2B,ENSSG414754830
STATPOB,ENSSG028947720
HBB6DA1,ENSSG750399696
EGFRHEVA1,ENSSG551426365
LINCMSB,ENSSG132910915
FGFRAY01,ENSSG590313115
GATA94L,ENSSG394641369
FGFRNYQL,ENSSG971137311
AKTLUL,ENSSG224753544
HLAE0J1,ENSSG473060361
JAKPQU2,ENSSG368645074
STATA82,ENSSG708452407
FGFR79EP2,ENSSG750676416
CDKJ72P1,ENSSG211799049
HLAI51,ENSSG813284204
MAPKY8OL,ENSSG045242502
JAKJYAP2,ENSSG957375343
BRCAKVE2,ENSSG168587667
MAPKZZ72,ENSSG005890995
HLAVVAP1,ENSSG191597767
MYCGZCB,ENSSG408554363
EGFRDIC1,ENSSG345619431
LINCPFX3,ENSSG301417274
STATQ541,ENSSG059395505
MAPK2FZP2,ENSSG699818320
STATDXP1,ENSSG564624689
GATA5E1L,ENSSG352735228
MAPKJJAP2,ENSSG095751439
MYCSEP2,ENSSG101307170
SOX297P1,ENSSG982368364
FGFRCEA1,ENSSG034886141
LINCYENC,ENSSG594545916
LINCC86C,ENSSG985376166
FGFRS342,ENSSG818427098
AKTHD1,ENSSG886837834
SOX32L,ENSSG877101823
TPH6P2,ENSSG428078089
CDKOP1,ENSSG531864112
MAPKQLF1,ENSSG259527755
FGFRX81,ENSSG372124797
SOXVKKA1,ENSSG728642003
GATATC3,ENSSG018915478
MAPKCE2,ENSSG225521041
JAKXWP2,ENSSG749143314
AKTMY1,ENSSG825365222
MYC4VAP2,ENSSG368232659
BRCAOO7P2,ENSSG078606268
FGFRD31,ENSSG563832430
CDKG7A1,ENSSG705830185
HLA4STP1,ENSSG829464557
CDKR091,ENSSG484856423
AKTUV3,ENSSG876852725
HBBTKL,ENSSG599487885
STATLR3,ENSSG812194882
HBBPZVC,ENSSG831709864
